Run number,cpu,mem
1,6.700000000000013,161494.081300813
2,13.26239316239316,161200.47863247863
3,0.0,161537.89915966385
4,14.846280991735542,164328.85123966943
5,18.480000000000004,162607.58333333334
6,14.566942148760326,164071.35537190083
7,14.027118644067807,163700.90677966102
8,0.0,163706.46218487396
9,0.0,163552.14876033057
10,-49.80265486725658,164484.33628318584
