Run number,cpu,mem
1,7.89952830188678,352753.31603773584
2,24.0,348818.2100456621
3,23.0,350178.86425339367
4,23.0,350346.36322869954
5,44.0,348370.96444444446
6,11.856888888888856,348526.7111111111
7,10.0,350334.9596412556
8,14.733333333333304,349104.0469483568
9,26.0,347400.1361502347
10,4.100000000000015,347295.7358490566
