STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",917605,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",186094,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",220104,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41562,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",213906,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58125,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",279063,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40521,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",295834,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",36354,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",231302,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39896,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",354948,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",335469,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58125,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",357969,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",63854,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",92396,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48021,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",666354,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",218541,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",205989,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",266302,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43073,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",198229,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64011,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",224062,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",275521,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62187,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",274791,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",95000,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",243594,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",263490,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41094,0,0,0,True
