Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,153838,2581355.648208469,527709.2996742671,476006.1315960912,24.88469055374593,527709.2996742671,476006.1315960912
2,159409,2667095.3689503456,229934.80892520427,151023.50094280328,29.50690658208235,229934.80892520427,151023.50094280328
3,160010,2627938.279273638,717065.4137050175,263473.1723829394,29.95299577440324,1664467.246637955,611579.4422900496
4,160816,2519469.926479751,261819.06542056074,261819.06542056074,30.76448598130841,677773.5483870967,677773.5483870967
5,159426,2525048.9880578252,696450.2646134506,339189.03708359523,29.331866750471402,1330194.9231692676,647838.8451380553
6,158838,2634636.888328076,1018845.7570977918,1018845.7570977918,28.27650389594881,1172745.4793028322,1172745.4793028322
7,154974,2614951.819004525,1065869.5636716224,901219.4854557208,25.440853264382675,1203576.799270073,1017654.4116788321
8,158710,2515778.022727273,1228388.2733585858,1228388.2733585858,28.857954545454547,1575519.858299595,1575519.858299595
9,163311,2424591.2049079756,767475.9073619632,454755.42024539877,33.755828220858895,1503588.6165865385,890927.0853365385
10,166844,2580201.580780781,175396.12012012012,175396.12012012012,41.8948948948949,492469.7133220911,492469.7133220911
