Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,155052,2413433.0568475453,662402.450258398,662402.450258398,17.5462111651944,1101395.2663802363,1101395.2663802363
2,155387,2417864.1780645163,385399.1896774194,385399.1896774194,17.514193548387098,1464139.0784313725,1464139.0784313725
3,153387,2571838.9784454606,542800.7008491182,542800.7008491182,16.81045034452365,1195723.5582733813,1195723.5582733813
4,155060,2644697.4056847547,747144.3643410853,747144.3643410853,17.524547803617573,1087010.7857142857,1087010.7857142857
5,155357,2542312.0644745324,357371.90135396516,357371.90135396516,17.434558349451965,499805.0667267809,499805.0667267809
6,157324,2510879.1949044587,616850.725477707,440525.36815286626,19.267041259280294,874847.0090334236,624774.0090334236
7,159782,2610743.719122257,449196.45454545453,449196.45454545453,20.756112852664575,966893.8529014845,966893.8529014845
8,158573,2508129.710675932,251889.9696778269,251889.9696778269,19.89955780164245,577886.6985507247,577886.6985507247
9,157942,2415059.7944162437,56396.441624365485,56396.441624365485,19.66687817258883,200181.96396396396,200181.96396396396
10,156712,2469395.62915601,258162.8101023018,253635.7679028133,18.94688924719226,722301.6726296959,709635.6726296959
