STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",238594,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48282,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55313,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47500,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1416979,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38698,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",189948,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44167,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",273125,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70521,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",331927,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64427,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",357344,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",321250,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62083,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56406,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49948,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58125,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54740,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",319948,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",104427,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44219,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55000,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48697,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",277031,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65885,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",288438,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44479,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",263594,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",76354,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",414531,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45365,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",319062,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",274166,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65104,0,0,0,True
