Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,110700,2515189.2561085974,522776.92760180996,522776.92760180996,24.403059724411865,928727.5,928727.5
2,110284,2364989.6058128974,100652.45231607629,100652.45231607629,24.03452562735058,1245150.0,1245150.0
3,109675,2622335.784277879,2418732.7879341864,2418732.7879341864,23.751371115173676,2842205.875402793,2842205.875402793
4,108873,2526407.3265869366,1199457.414903404,1199457.414903404,22.211591536338545,1384087.271762208,1384087.271762208
5,109504,2618396.450137237,951015.1582799634,72603.95699908509,23.340639802988157,1329232.1841432224,101478.42071611254
6,110513,2617613.624660018,456281.06436990027,456281.06436990027,24.127929351171986,517243.5909558068,517243.5909558068
7,111390,2561600.6043165466,896184.3893884892,896184.3893884892,25.78935808187982,1429780.5466284074,1429780.5466284074
8,111893,2400766.614145031,1475894.1593554162,1324994.1593554162,27.689346463742165,1475894.1593554162,1324994.1593554162
9,353838,2442562.6303236797,228739.97132311188,228739.97132311188,9.380749574105621,1301489.788368336,1301489.788368336
10,110566,2401419.3442028984,574900.419384058,570235.419384058,24.931159420289855,574900.419384058,570235.419384058
