TREATMENT,SUBJECT_NAME,APP_PACKAGE,RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1733437,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",469167,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1163594,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",473490,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",631615,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",742552,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",682500,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",536823,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1116354,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",265573,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",549219,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",442396,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",505625,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",612552,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",673490,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",641406,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1097448,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",562969,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",548593,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",550417,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",692396,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",735729,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",850834,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",597917,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1365000,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",765885,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",776823,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",707604,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",506146,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",553281,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",723906,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",657657,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1426094,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",617656,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",524219,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",522708,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",697969,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",570521,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",609323,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",558802,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1349427,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",550833,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",653489,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",673125,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",651250,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",716354,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",579063,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",609115,0,3,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",287916,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",103229,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",677291,0,1,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",34115,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",184323,0,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",35885,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",342135,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43333,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",315156,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64323,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",356042,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52656,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",343229,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66979,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",468906,1,1,3,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44844,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1208698,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42240,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",382708,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43750,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",560261,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",706614,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52344,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",573697,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66823,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1575417,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",63386,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",457344,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",85573,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",449167,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70365,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",427344,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44427,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",391041,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53437,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1129583,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45886,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2342917,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44791,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",424636,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52865,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",460781,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46250,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",947864,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48698,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",611354,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65156,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",510053,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39375,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434167,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43385,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",415937,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60261,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",799636,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41719,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",713386,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38750,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",452604,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47031,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1328438,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46510,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",423281,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47604,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1985573,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51667,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1005729,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54167,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",548802,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",37500,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",550625,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38177,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1582084,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48542,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",431146,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50000,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",441614,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46979,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",520937,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",37032,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",708959,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55157,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",820677,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",74167,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1135989,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55209,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",778906,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43386,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1523907,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56562,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",657865,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",86875,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",500156,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39218,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",486563,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46250,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",328594,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46511,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",456667,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66666,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",641094,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59687,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",596093,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43072,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",743073,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60104,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1104010,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49792,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",598542,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46406,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",723541,0,1,4,True
