Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,3,156625,2469644.3608445297,462807.7760716571,462807.7760716571,26.907869481765836,741156.3053278689,741156.3053278689
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,4,158224,2511988.7093096897,875034.7574414186,22998.505383153893,27.676377454084864,1216267.5017605633,31967.11267605634
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,5,161953,2579932.4851485146,339575.3285891089,148277.864480198,31.01546799946084,722044.3828947368,315285.56447368424
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,6,160897,2582080.428393524,699884.9645080946,699884.9645080946,30.991265242885877,935120.8427620633,935120.8427620633
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,7,161017,2594580.2165525826,1798960.2831362789,1699701.2433105165,31.899813316739266,2020216.0552061496,1908749.0552061496
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,8,161098,2567740.355721393,1251332.3407960199,1251332.3407960199,30.63495024875622,2954687.817914831,2954687.817914831
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,9,160401,2365485.878825734,586058.4241099313,586058.4241099313,30.374988149583274,1334679.2844950214,1334679.2844950214
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,10,159195,2408825.4751415984,607353.3278791693,607353.3278791693,29.69457262227214,2880849.0686567165,2880849.0686567165
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,1,64878,2618990.975308642,1147208.8549382717,1090169.8549382717,25.13904368617589,1147208.8549382717,1090169.8549382717
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,2,64394,2613718.4074650076,1717537.4758942458,1717537.4758942458,23.9751166407465,2574304.4219114217,2574304.4219114217
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,3,64679,2373436.8297213623,1330285.6625386998,1330285.6625386998,25.33947416346366,1820687.5805084745,1820687.5805084745
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,4,64992,2631662.224961479,949543.2265023113,949543.2265023113,25.00462249614792,1410191.1990846682,1410191.1990846682
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,5,64678,2418130.9783281735,797388.560371517,0.0,24.07281053206683,1770147.8006872851,0.0
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,6,65783,2516978.9573170734,585279.0137195121,585279.0137195121,27.071646341463413,619262.9564516129,619262.9564516129
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,7,63796,2657822.047095761,2060784.1726844583,2056118.1726844583,23.463108320251177,2060784.1726844583,2056118.1726844583
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,8,67393,2396042.9717682023,856552.0609212482,856552.0609212482,30.116004936756088,1350022.3348946136,1350022.3348946136
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,9,67600,2414030.5303703705,1071477.4,1071477.4,31.356014266117967,1954722.2837837837,1954722.2837837837
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,10,67452,2599290.6350148367,986751.7537091988,986751.7537091988,28.83946103250007,1379814.692946058,1379814.692946058
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,146953,2570336.2890252215,397826.4860259032,290983.8534423995,21.828220858895705,786538.3490566037,575300.9609164421
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,147386,2674471.5377294356,270008.77226376615,134154.11012916383,22.723118750407263,730115.6323529412,362758.6323529412
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,148176,2466849.9716024343,519293.5605138607,519293.5605138607,23.079107505070994,815323.966029724,815323.966029724
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,147475,2406706.3070652173,1461234.4483695652,1461234.4483695652,22.080207348771268,1638185.1546077684,1638185.1546077684
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,146560,2578261.1600547195,289295.1080711354,289295.1080711354,21.990424076607386,547861.9792746115,547861.9792746115
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,146755,2547804.862798635,791613.9153583618,791613.9153583618,21.392749595219513,1538082.7400530505,1538082.7400530505
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,148978,2480290.2837928715,467751.64895763283,0.0,23.89778076664425,1269245.806569343,0.0
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,148075,2618137.301759134,431394.51082543976,431394.51082543976,22.80567676394059,1426400.6420581655,1426400.6420581655
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,142136,2576676.763918252,1848396.6046511629,1475065.9393939395,18.028188865398167,1848396.6046511629,1475065.9393939395
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,150957,2462205.2478339304,869338.1324806289,869338.1324806289,25.34704711347047,1285664.9319414208,1285664.9319414208
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,1,156083,2626512.8709055874,138407.63583815028,138407.63583815028,26.519588953114965,347022.04347826086,347022.04347826086
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,2,156387,2600011.341025641,1198268.8262820514,1183675.8262820514,26.824358974358976,1198268.8262820514,1183675.8262820514
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,3,156464,2383596.80921895,650540.1600512164,650540.1600512164,26.46798975672215,1638941.5,1638941.5
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,4,153502,2437685.054830287,1255638.7552219322,1255638.7552219322,23.883812010443865,1648362.1019708654,1648362.1019708654
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,5,156458,2637115.1236386932,1217220.2120435617,974959.9128763613,26.185137732222934,1795917.534026465,1438480.551984877
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,6,156309,2590410.6974358973,1024433.2807692308,1024433.2807692308,26.41025641025641,1801709.0394588502,1801709.0394588502
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,7,157620,2553602.820089002,384235.2981563891,384235.2981563891,27.188175460902734,974842.135483871,974842.135483871
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,8,162707,2403755.5566502465,624239.2918719212,338669.210591133,31.982735870804923,827562.9469387755,448978.61061224487
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,9,159442,2634408.7844123193,416055.2445003143,416055.2445003143,29.100617434413643,771496.37995338,771496.37995338
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,10,158583,2511456.1591914087,766507.5047378396,97446.08464939987,28.656348704990524,1337796.4498346196,170074.0374862183
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,1,157892,2459932.5126903555,854928.8439086295,854928.8439086295,27.93718274111675,1938658.7884892086,1938658.7884892086
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,2,156706,2639366.3222506396,1749581.5664961636,690209.418797954,30.6045940142987,2182093.7559808614,860835.3516746411
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,3,148339,2653598.4243243244,758675.9979729729,755379.6195945946,20.293243243243243,758675.9979729729,755379.6195945946
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,4,156117,2595608.59563543,793178.241335045,793178.241335045,27.00448470027569,1989970.5314009662,1989970.5314009662
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,5,162709,2581215.8103448274,430109.5671182266,430109.5671182266,33.34256283518164,945193.4194857916,945193.4194857916
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,6,162205,2468304.7985166875,238751.46971646234,238751.46971646234,31.652430704634664,377614.73900414084,377614.73900414084
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,7,161227,2554873.904288378,381798.3325046613,381798.3325046613,31.172251640766802,659134.6748927039,659134.6748927039
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,8,159612,2440351.4802259887,949575.5455116133,949575.5455116133,29.78327972071788,1337465.8213969937,1337465.8213969937
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,9,159698,2471704.4190715184,219811.51944792975,219811.51944792975,30.32578844128468,641720.8095238095,641720.8095238095
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,10,159208,2482656.062932662,222549.27123977343,222549.27123977343,29.715983193137525,1140744.4903225806,1140744.4903225806
nappagreedy,nappagreedy.com.newsblur,com.newsblur,1,110700,2515189.2561085974,522776.92760180996,522776.92760180996,24.403059724411865,928727.5,928727.5
nappagreedy,nappagreedy.com.newsblur,com.newsblur,2,110284,2364989.6058128974,100652.45231607629,100652.45231607629,24.03452562735058,1245150.0,1245150.0
nappagreedy,nappagreedy.com.newsblur,com.newsblur,3,109675,2622335.784277879,2418732.7879341864,2418732.7879341864,23.751371115173676,2842205.875402793,2842205.875402793
nappagreedy,nappagreedy.com.newsblur,com.newsblur,4,108873,2526407.3265869366,1199457.414903404,1199457.414903404,22.211591536338545,1384087.271762208,1384087.271762208
nappagreedy,nappagreedy.com.newsblur,com.newsblur,5,109504,2618396.450137237,951015.1582799634,72603.95699908509,23.340639802988157,1329232.1841432224,101478.42071611254
nappagreedy,nappagreedy.com.newsblur,com.newsblur,6,110513,2617613.624660018,456281.06436990027,456281.06436990027,24.127929351171986,517243.5909558068,517243.5909558068
nappagreedy,nappagreedy.com.newsblur,com.newsblur,7,111390,2561600.6043165466,896184.3893884892,896184.3893884892,25.78935808187982,1429780.5466284074,1429780.5466284074
nappagreedy,nappagreedy.com.newsblur,com.newsblur,8,111893,2400766.614145031,1475894.1593554162,1324994.1593554162,27.689346463742165,1475894.1593554162,1324994.1593554162
nappagreedy,nappagreedy.com.newsblur,com.newsblur,9,353838,2442562.6303236797,228739.97132311188,228739.97132311188,9.380749574105621,1301489.788368336,1301489.788368336
nappagreedy,nappagreedy.com.newsblur,com.newsblur,10,110566,2401419.3442028984,574900.419384058,570235.419384058,24.931159420289855,574900.419384058,570235.419384058
