Treatment,Subject,App package,Run number,cpu,mem
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,2,0.0,165425.44537815126
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,3,12.723333333333338,164000.90277777778
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,4,11.84189944134078,165574.37150837987
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,5,14.984313725490194,165062.15406162466
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,6,8.817867435158488,164350.80403458214
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,7,11.869822485207088,164417.29585798815
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,8,13.732163742690062,164840.9649122807
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,9,16.978901734104117,165123.0549132948
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,10,21.0,165288.80403458214
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,1,6.700000000000013,161494.081300813
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,2,13.26239316239316,161200.47863247863
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,3,0.0,161537.89915966385
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,4,14.846280991735542,164328.85123966943
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,5,18.480000000000004,162607.58333333334
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,6,14.566942148760326,164071.35537190083
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,7,14.027118644067807,163700.90677966102
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,8,0.0,163706.46218487396
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,9,0.0,163552.14876033057
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,10,-49.80265486725658,164484.33628318584
baseline,baseline.com.newsblur,com.newsblur,1,11.410891089108912,181861.18316831684
baseline,baseline.com.newsblur,com.newsblur,2,10.89310344827586,182794.68103448275
baseline,baseline.com.newsblur,com.newsblur,3,0.5999999999999979,181798.98484848486
baseline,baseline.com.newsblur,com.newsblur,4,22.0,182234.07843137256
baseline,baseline.com.newsblur,com.newsblur,5,0.0,182930.44827586206
baseline,baseline.com.newsblur,com.newsblur,6,1.400000000000002,182792.52763819095
baseline,baseline.com.newsblur,com.newsblur,7,51.11243781094529,182834.85074626867
baseline,baseline.com.newsblur,com.newsblur,8,18.074242424242424,182371.30808080808
baseline,baseline.com.newsblur,com.newsblur,9,10.568995633187773,182647.1615720524
baseline,baseline.com.newsblur,com.newsblur,10,23.357142857142875,182040.35714285713
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,1,15.233611111111113,163277.75833333333
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,2,3.99364640883978,162906.18784530388
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,3,22.0,163137.36639118457
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,4,19.0,163095.2354570637
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,5,17.17229916897507,162694.96121883657
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,6,17.235616438356164,163190.52602739725
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,7,0.10000000000000067,163252.77715877438
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,8,0.10000000000000067,162880.08055555556
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,9,7.599999999999948,163136.17520215633
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,10,0.10000000000000067,162866.15235457063
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,14.336805555555555,165577.81597222222
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,1.5,165676.22260273973
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,7.400000000000039,164876.93493150684
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,1.3999999999999944,165724.13588850174
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,7.200000000000025,165381.49659863947
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,0.10000000000000048,164868.8076923077
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,19.308550185873592,165018.76951672861
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,29.0,164809.71535580524
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,20.98289962825278,164741.3717472119
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,29.0,165240.78021978022
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,9.378694158075596,157453.27835051547
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,19.0,158080.7074829932
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,13.724829931972776,157370.80952380953
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,1.3877551020408103,158061.11224489796
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,0.0,158212.58783783784
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,0.10000000000000049,157789.90657439447
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,19.31696750902526,156552.5415162455
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,29.0,157267.3905109489
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,0.10000000000000045,157092.75362318842
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,11.259782608695653,156504.09420289856
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,1,0.10000000000000021,349593.8839285714
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,2,15.726724137931024,347839.0344827586
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,3,1.706808510638298,348804.20425531914
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,4,0.0,347557.16228070174
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,5,14.791341991341977,349117.14718614717
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,6,9.172384937238485,347908.6150627615
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,7,15.199999999999978,348207.8793103448
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,8,0.01982758620689655,348212.2629310345
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,9,13.217592592592556,346478.15277777775
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,10,12.056561085972824,349088.4298642534
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,1,6.199099099099099,181519.53153153154
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,2,14.303571428571429,179837.88392857142
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,3,22.0,183454.34959349592
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,4,2.7076923076923074,180664.88888888888
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,5,20.684482758620685,182174.4224137931
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,6,7.399999999999985,181772.9043478261
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,7,-56.3999999999999,181876.35042735044
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,8,19.15140186915888,180780.0
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,9,11.466666666666665,179685.58333333334
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,10,8.86111111111111,180290.12962962964
nappatfpr,nappatfpr.com.newsblur,com.newsblur,1,31.910994764397905,181253.06806282722
nappatfpr,nappatfpr.com.newsblur,com.newsblur,2,0.599999999999998,181188.23958333334
nappatfpr,nappatfpr.com.newsblur,com.newsblur,3,22.572105263157905,181964.4947368421
nappatfpr,nappatfpr.com.newsblur,com.newsblur,4,18.551295336787565,182063.9585492228
nappatfpr,nappatfpr.com.newsblur,com.newsblur,5,17.963350785340314,182057.2670157068
nappatfpr,nappatfpr.com.newsblur,com.newsblur,6,19.0,178514.24107142858
nappatfpr,nappatfpr.com.newsblur,com.newsblur,7,4.463541666666683,181981.96875
nappatfpr,nappatfpr.com.newsblur,com.newsblur,8,0.09999999999999992,180310.67777777778
nappatfpr,nappatfpr.com.newsblur,com.newsblur,9,0.09999999999999991,180619.3651685393
nappatfpr,nappatfpr.com.newsblur,com.newsblur,10,0.09999999999999996,180887.25405405406
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,1,38.08520179372198,250990.04932735427
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,2,0.5,253095.8909090909
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,3,35.713824884792636,252809.267281106
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,4,0.0,252370.2358490566
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,5,28.11990950226247,250704.35746606335
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,6.723809523809471,252257.03333333333
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,24.88246445497629,253975.56398104265
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,14.016748768472906,251540.67980295565
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,22.098543689320376,251081.79126213593
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,32.150485436893234,252981.2427184466
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,1,66.0,351120.752293578
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,2,14.256896551724125,349381.5775862069
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,3,7.926956521739114,350136.2565217391
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,4,14.714163090128736,348777.0557939914
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,5,0.10000000000000024,346607.6447368421
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,6,0.10000000000000024,349066.4254385965
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,7,20.0,349742.3761061947
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,8,6.599999999999974,355086.7120622568
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,9,7.1967889908256595,347404.8623853211
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,10,0.10000000000000017,350121.037037037
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,1,1.7351351351351507,346541.8198198198
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,2,66.0,347741.6457399103
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,3,26.593832599118947,346175.9911894273
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,4,0.5,347879.48245614034
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,5,14.356637168141594,347129.69469026546
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,6,22.0,350294.7269076305
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,7,1.3999999999999988,347069.9557522124
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,8,19.0,347011.54260089685
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,9,20.0,349323.4798206278
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,10,7.09999999999998,346174.43577981653
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,1,4.519391634980988,163770.10646387833
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,2,19.0,164432.3520599251
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,3,16.811698113207612,163954.9886792453
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,4,19.877067669172938,164812.83834586467
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,5,14.887301587301568,163646.6150793651
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,6,16.97808764940237,163924.09960159363
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,7,0.10000000000000035,163586.22924901187
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,8,7.0999999999999694,163638.05490196077
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,9,7.0999999999999694,165221.796875
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,10,17.37499999999998,164553.546875
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,1,0.6000000000000006,181094.22123893804
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,2,1.5,181930.35344827586
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,3,17.820869565217386,182364.6608695652
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,4,18.280701754385948,181657.38596491228
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,5,0.0,182291.0
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,6,18.23909090909091,181263.13636363635
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,7,-56.3999999999999,180871.05982905984
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,8,0.0999999999999998,180434.11111111112
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,9,0.0999999999999998,180210.6603773585
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,10,7.100000000000013,180517.75
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,8.023183391003464,166126.43598615917
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,0.0,166550.96527777778
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,0.0,165652.88028169013
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,22.0,165229.42508710801
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,1.5,165756.2602739726
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,7.400000000000039,165715.42268041236
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,0.10000000000000046,165066.75531914894
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,14.664184397163105,165307.01773049645
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,7.599999999999956,167189.82410423452
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,17.47554744525548,164954.79562043794
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,1,9.485401459854014,160039.30656934305
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,2,0.0,159700.50184501844
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,3,15.860294117647058,159273.31985294117
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,4,13.113380281690132,161066.8133802817
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,5,15.28799999999999,159038.44727272727
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,6,17.764338235294105,159452.90073529413
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,7,2.5062962962963153,159103.9185185185
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,8,17.14492187499996,158638.109375
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,9,29.0,159069.01515151514
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,10,19.086742424242402,159029.6590909091
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,1,66.0,164330.00760456274
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,2,22.611610486891376,163811.4456928839
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,3,10.494039735099362,169894.10927152316
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,4,7.400000000000035,164795.46616541353
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,5,6.6870445344129195,163605.67611336033
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,6,16.18199999999997,165124.644
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,7,9.273306772908334,164069.1235059761
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,8,16.021400778210094,165775.51750972762
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,9,18.21750972762644,165358.45914396888
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,10,16.304263565891453,163980.38372093023
nappagreedy,nappagreedy.com.newsblur,com.newsblur,1,13.039267015706807,181163.95287958116
nappagreedy,nappagreedy.com.newsblur,com.newsblur,2,22.07083333333334,181330.78125
nappagreedy,nappagreedy.com.newsblur,com.newsblur,3,24.575897435897442,180986.37435897437
nappagreedy,nappagreedy.com.newsblur,com.newsblur,4,22.0,182032.83582089553
nappagreedy,nappagreedy.com.newsblur,com.newsblur,5,1.5,181951.32642487047
nappagreedy,nappagreedy.com.newsblur,com.newsblur,6,21.975392670157074,182127.38743455498
nappagreedy,nappagreedy.com.newsblur,com.newsblur,7,17.303208556149713,181036.2513368984
nappagreedy,nappagreedy.com.newsblur,com.newsblur,8,0.09999999999999991,179989.11235955055
nappagreedy,nappagreedy.com.newsblur,com.newsblur,9,8.623648648648649,175467.6418918919
nappagreedy,nappagreedy.com.newsblur,com.newsblur,10,0.09999999999999999,180861.00531914894
