STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1130989,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",480625,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",296302,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48073,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",403230,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61718,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",949635,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54323,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",76511,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",476875,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",381615,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66719,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75416,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55625,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53958,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51407,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70990,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62969,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",84531,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",76354,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56771,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",68177,0,0,0,True
