Run number,cpu,mem
1,38.08520179372198,250990.04932735427
2,0.5,253095.8909090909
3,35.713824884792636,252809.267281106
4,0.0,252370.2358490566
5,28.11990950226247,250704.35746606335
6,6.723809523809471,252257.03333333333
7,24.88246445497629,253975.56398104265
8,14.016748768472906,251540.67980295565
9,22.098543689320376,251081.79126213593
10,32.150485436893234,252981.2427184466
