Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,154664,2574592.784974093,1527403.1554404146,1527403.1554404146,29.985103626943005,1898800.7020933977,1898800.7020933977
2,154568,2532729.913156189,1314065.4018146468,1314065.4018146468,29.521062864549577,1383085.2080491132,1383085.2080491132
3,153572,2519028.8506197,1399186.6621004567,1399186.6621004567,27.63836944047651,2644825.0961775584,2644825.0961775584
