Run number,cpu,mem
1,0.10000000000000066,166265.98575498574
2,38.0,164543.85344827586
3,25.0,164301.13372093023
4,0.0,164989.8624641834
5,15.927220630372476,165208.78510028654
6,16.396848137535805,166056.3753581662
7,14.775460122699407,164911.4079754601
8,23.04179566563473,165537.6625386997
9,0.0,165692.24758842445
10,78.0,165620.24080267557
