Run number,cpu,mem
1,12.295224719101125,166103.27528089887
2,0.0,164803.55027932962
3,3.1719887955182076,165350.57983193276
4,-2.700000000000018,164671.53929539295
5,2.4178861788617865,165276.1056910569
6,35.919241192411924,165587.30352303523
7,0.0,165321.6882022472
8,21.0,164863.78753541075
9,0.0,165457.37037037036
10,20.32121212121212,165216.74848484847
