Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,67251,2446183.625,1386732.244047619,1386732.244047619,28.772321428571427,1587536.7427597956,1587536.7427597956
2,67407,2512172.855869242,450061.0728083209,450061.0728083209,29.367494684597364,4093123.0,4093123.0
3,67401,2461532.071322437,381177.0193164933,381177.0193164933,30.264814132016276,1295616.8383838383,1295616.8383838383
4,67240,2420678.261904762,866977.5773809524,866977.5773809524,30.189202894699548,989149.2903225806,989149.2903225806
5,67206,2501537.8301043217,1162950.0566318927,1162950.0566318927,29.083457526080476,1836092.9129411764,1836092.9129411764
6,66685,2469371.807807808,826732.8228228228,826732.8228228228,29.95195195195195,1164067.78012685,1164067.78012685
7,66586,2506692.980451128,1184771.0812030076,1184771.0812030076,28.061683532138616,1317512.991638796,1317512.991638796
8,66563,2515969.0887218043,979473.6345864661,872874.4345864662,27.81469613884335,1224342.0432330826,1091093.0432330826
9,67739,2382043.799113737,550325.0738552437,542678.8744460857,32.61447562776957,550325.0738552437,542678.8744460857
10,68881,2666290.819767442,689043.3938953489,0.0,37.33179886087074,1206264.262086514,0.0
