RUN_NUMBER,F1_SCORE_1,F1_SCORE_2,TRUE_POSITIVE,FALSE_POSITIVE,FALSE_NEGATIVE
1,0.012903225806451613,0.012903225806451613,2,0,306
2,0.011834319526627219,0.011834319526627219,2,0,334
3,0.012195121951219513,0.012195121951219513,2,0,324
