Treatment,Subject,App package,Run number,cpu,mem
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,1,0.0,166578.9298245614
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,2,30.0,164500.5465116279
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,3,17.2804664723032,164688.9533527697
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,4,3.185142857142857,164512.70285714287
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,5,21.0,165644.48587570622
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,6,10.0,165817.9768786127
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,7,1.8999999999999873,165649.64305177113
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,8,0.9177710843373493,164515.2409638554
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,9,18.106927710843372,165434.7168674699
nappagreedy,nappagreedy.appteam.nith.hillffair,appteam.nith.hillffair,10,15.931610942249259,165134.85410334347
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,1,1.0394736842105183,163000.02631578947
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,2,22.025225225225228,161636.94594594595
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,3,14.420000000000009,162983.41739130433
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,4,19.673275862068955,163343.7327586207
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,5,0.0,160789.44347826086
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,6,21.0,162191.07627118644
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,7,16.41724137931035,162944.2068965517
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,8,0.0,161059.7289719626
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,9,22.620618556701032,160657.7319587629
baseline,baseline.com.ak.uobtimetable,com.ak.uobtimetable,10,0.0,161668.69696969696
baseline,baseline.com.newsblur,com.newsblur,1,8.450259067357502,181953.59585492229
baseline,baseline.com.newsblur,com.newsblur,2,24.0,181596.77127659574
baseline,baseline.com.newsblur,com.newsblur,3,17.147872340425508,181638.085106383
baseline,baseline.com.newsblur,com.newsblur,4,11.667357512953357,181762.79792746113
baseline,baseline.com.newsblur,com.newsblur,5,21.95866666666672,183759.28444444443
baseline,baseline.com.newsblur,com.newsblur,6,25.0,181483.5159574468
baseline,baseline.com.newsblur,com.newsblur,7,20.237295081967197,139854.32345742258
baseline,baseline.com.newsblur,com.newsblur,8,1.8000000000000063,181916.64516129033
baseline,baseline.com.newsblur,com.newsblur,9,12.248913043478266,180943.7989130435
baseline,baseline.com.newsblur,com.newsblur,10,0.0,180914.51666666666
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,1,14.994943820224714,162130.54494382022
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,2,11.948717948717915,162862.46723646723
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,3,10.517867435158463,162654.46397694523
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,4,44.0,162892.65536723164
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,5,25.0,162368.24011299436
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,6,17.537325905292477,163410.81894150417
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,7,12.748843930635887,162837.12716763007
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,8,2.0,162282.8192419825
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,9,2.0,162499.17101449275
baseline,baseline.appteam.nith.hillffair,appteam.nith.hillffair,10,31.0,162199.06542056074
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,18.128205128205135,164501.08058608058
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,20.276014760147593,164695.88191881918
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,17.41062271062269,165922.11355311357
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,20.377372262773708,164650.598540146
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,18.95088967971533,164961.12099644128
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,10.0,164546.24460431654
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,1.8000000000000078,164866.3925925926
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,26.0,164757.66917293234
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,14.504513888888868,165787.72222222222
nappagreedy,nappagreedy.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,28.313877551020397,160519.7306122449
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,29.704626334519574,157704.4128113879
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,19.50469314079421,156465.72202166065
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,21.0,157350.62587412586
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,7.099999999999959,159160.2428115016
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,8.856884057971014,157353.27898550723
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,26.0,157218.9814126394
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,18.378810408921936,157609.71375464683
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,-22.51858736059477,157508.30855018587
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,31.0,157064.12992125985
baseline,baseline.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,0.0,150770.03041825094
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,1,0.10000000000000014,349561.00471698114
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,2,38.0,349073.10859728506
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,3,2.3931506849315074,348100.7899543379
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,4,0.0,348234.96803652967
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,5,0.0,348179.9691629956
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,6,18.299176954732513,231058.51440329218
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,7,25.61111111111111,347646.27314814815
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,8,0.0,348328.5971563981
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,9,23.85756097560973,347603.6341463415
nappagreedy,nappagreedy.io.github.project_travel_mate,io.github.project_travel_mate,10,34.01675126903553,349336.5126903553
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,1,10.914814814814813,181721.14814814815
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,2,70.0,181207.0093457944
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,3,0.0,182072.60747663552
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,4,23.0,180939.99082568806
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,5,44.0,180795.36363636365
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,6,0.0,179597.03636363638
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,7,16.826363636363638,181283.9090909091
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,8,10.0,181313.12844036697
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,9,26.0,179780.43689320388
nappatfpr,nappatfpr.com.ak.uobtimetable,com.ak.uobtimetable,10,0.5767676767676811,180115.69696969696
nappatfpr,nappatfpr.com.newsblur,com.newsblur,1,29.0,180926.65168539327
nappatfpr,nappatfpr.com.newsblur,com.newsblur,2,0.0,181141.52486187845
nappatfpr,nappatfpr.com.newsblur,com.newsblur,3,0.0,180567.14606741574
nappatfpr,nappatfpr.com.newsblur,com.newsblur,4,23.0,180841.68333333332
nappatfpr,nappatfpr.com.newsblur,com.newsblur,5,15.587640449438174,180643.26404494382
nappatfpr,nappatfpr.com.newsblur,com.newsblur,6,0.0,181725.0163934426
nappatfpr,nappatfpr.com.newsblur,com.newsblur,7,18.054838709677405,181073.31720430107
nappatfpr,nappatfpr.com.newsblur,com.newsblur,8,26.0,181123.80459770115
nappatfpr,nappatfpr.com.newsblur,com.newsblur,9,23.463953488372084,181188.76744186046
nappatfpr,nappatfpr.com.newsblur,com.newsblur,10,30.08437500000004,180533.1125
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,1,24.692857142857125,251495.49047619046
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,2,26.176847290640374,250152.3645320197
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,3,0.0,250501.6796116505
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,4,26.662621359223266,255199.71359223302
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,5,26.465533980582507,251182.33495145632
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,6,25.0,251311.1352657005
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,7,21.92037914691944,250023.35545023697
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,8,1.8000000000000067,252502.24137931035
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,9,26.9020618556702,248680.11340206186
nappatfpr,nappatfpr.io.github.hidroh.materialistic,io.github.hidroh.materialistic,10,52.0546875,247701.796875
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,1,7.89952830188678,352753.31603773584
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,2,24.0,348818.2100456621
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,3,23.0,350178.86425339367
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,4,23.0,350346.36322869954
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,5,44.0,348370.96444444446
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,6,11.856888888888856,348526.7111111111
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,7,10.0,350334.9596412556
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,8,14.733333333333304,349104.0469483568
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,9,26.0,347400.1361502347
nappatfpr,nappatfpr.io.github.project_travel_mate,io.github.project_travel_mate,10,4.100000000000015,347295.7358490566
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,1,29.0,347991.3707317073
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,2,-111.42186046511662,347677.13488372095
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,3,18.018224299065388,347582.4953271028
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,4,17.057603686635915,347548.2211981567
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,5,2.419634703196348,347907.4383561644
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,6,20.674770642201835,346824.1605504587
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,7,12.128310502283098,347834.54337899544
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,8,16.99711538461536,347644.4423076923
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,9,16.117307692307694,349117.54326923075
baseline,baseline.io.github.project_travel_mate,io.github.project_travel_mate,10,78.0,350944.859375
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,1,16.648221343873505,164586.73122529645
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,2,11.367588932806306,164570.15415019763
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,3,14.434262948207154,163925.66533864543
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,4,15.916862745098012,164441.40392156862
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,5,26.0,163486.6338582677
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,6,18.967729083665308,163994.5737051793
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,7,7.099999999999962,167041.94097222222
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,8,19.716803278688506,163454.65163934426
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,9,4.100000000000016,162179.10833333334
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,10,33.745217391304344,162048.36086956522
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,1,25.90740740740741,180904.55555555556
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,2,15.615596330275237,181250.4495412844
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,3,20.44220183486239,178767.6880733945
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,4,44.0,180360.376146789
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,5,-1.8372727272727327,180123.5909090909
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,6,0.0,180442.58181818182
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,7,21.421296296296298,181437.96296296295
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,8,2.0,179758.84761904762
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,9,70.0,179602.46391752578
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,10,70.0,180503.18
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,19.554316546762607,165429.06834532373
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,20.152592592592608,164155.3925925926
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,30.0,165169.02985074627
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,25.0,164552.89377289376
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,0.01254612546125462,164669.0221402214
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,0.0,165352.73646209386
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,2.0,165081.02651515152
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,9.809578544061289,164714.33333333334
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,4.100000000000006,165202.51811594202
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,30.402857142857137,159943.96734693876
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,1,3.930357142857103,159896.63928571428
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,2,20.380608365018993,160382.33840304182
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,3,38.0,160282.74809160305
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,4,70.0,160052.6085271318
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,5,19.098479087452453,159410.82129277565
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,6,26.848880597014958,160134.42537313432
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,7,-1.8000000000000078,159374.03296703298
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,8,4.84962406015037,160007.03007518797
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,9,19.348015873015854,158114.44444444444
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,10,28.087447698744768,157022.16317991633
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,1,29.0,165029.67058823528
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,2,15.159143968871566,163831.65369649805
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,3,25.0,165436.0157480315
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,4,13.46850393700786,165011.29133858267
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,5,24.86929133858266,164783.14566929135
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,6,18.22480314960628,164547.05118110238
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,7,17.982239382239367,164390.0
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,8,-1.8000000000000078,165864.88086642599
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,9,18.700389105058346,163932.87159533074
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,10,16.213580246913565,163173.47736625513
nappagreedy,nappagreedy.com.newsblur,com.newsblur,1,0.0,180943.4
nappagreedy,nappagreedy.com.newsblur,com.newsblur,2,44.81257142857143,180256.25142857144
nappagreedy,nappagreedy.com.newsblur,com.newsblur,3,26.0,180012.80555555556
nappagreedy,nappagreedy.com.newsblur,com.newsblur,4,19.22584269662921,179694.97191011236
nappagreedy,nappagreedy.com.newsblur,com.newsblur,5,24.944444444444443,180464.29444444444
nappagreedy,nappagreedy.com.newsblur,com.newsblur,6,1.2387096774193538,181336.1505376344
nappagreedy,nappagreedy.com.newsblur,com.newsblur,7,5.546190476190467,178710.93333333332
nappagreedy,nappagreedy.com.newsblur,com.newsblur,8,26.0,180034.23863636365
nappagreedy,nappagreedy.com.newsblur,com.newsblur,9,21.04069767441861,181061.23837209304
nappagreedy,nappagreedy.com.newsblur,com.newsblur,10,70.0,180216.29166666666
