Treatment,Subject,App package,Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,4,160011,2528284.4633688163,483377.3613024421,483377.3613024421,30.016280525986225,542864.729957806,542864.729957806
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,5,160328,2430809.5975,822709.770625,669982.470625,30.629756640625,914121.9673611111,744424.9673611111
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,6,161389,2588458.7262569834,232949.45623836128,14009.02172563625,31.471135940409685,520501.48959778086,31301.71151178918
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,7,151164,2618664.8779840847,1199208.2135278515,1192545.2135278515,21.964854111405835,1199208.2135278515,1192545.2135278515
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,8,164160,2583199.4407814406,252372.33028083027,246605.79487179487,34.90346897031879,252372.33028083027,246605.79487179487
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,9,165324,2587741.453001819,410942.95997574285,410942.95997574285,39.20012128562765,708092.9373040752,708092.9373040752
nappagreedy,nappagreedy.org.quantumbadger.redreader,org.quantumbadger.redreader,10,167040,2609021.354141657,364280.53541416564,364280.53541416564,42.03361344537815,874483.2449567723,874483.2449567723
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,1,67088,2536578.9014925375,1559854.0253731343,1559854.0253731343,28.425373134328357,2686638.0385604114,2686638.0385604114
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,2,66687,2602100.024024024,0.0,0.0,28.123244866488108,0,0
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,3,67325,2525040.625,1442231.1666666667,1442231.1666666667,29.449404761904763,1794776.562962963,1794776.562962963
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,4,66849,2572719.994011976,541260.0958083832,541260.0958083832,27.614630768403313,695311.0461538462,695311.0461538462
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,5,66758,2388057.4632683657,833136.8875562219,833136.8875562219,28.617052792943856,894850.7310789049,894850.7310789049
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,6,66395,2353681.978883861,499833.4343891403,499833.4343891403,28.060331825037707,798529.0771084337,798529.0771084337
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,7,67457,2481765.590504451,109481.72106824926,0.0,29.303055851508773,488680.0,0.0
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,8,67458,2664607.068249258,586371.5474777448,586371.5474777448,31.393175074183976,890122.5743243244,890122.5743243244
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,9,69292,2466546.161849711,164436.35838150288,164436.35838150288,39.54260917504761,209944.57564575647,209944.57564575647
nappagreedy,nappagreedy.com.ak.uobtimetable,com.ak.uobtimetable,10,68699,2463871.5393586005,429836.18804664724,429836.18804664724,35.98396501457726,664116.2725225225,664116.2725225225
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,1,149774,2598544.647491639,637107.5284280936,632449.5284280936,23.668896321070235,637107.5284280936,632449.5284280936
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,2,152252,2420979.4368421054,519732.69934210525,0.0,26.419736842105262,1184398.3553223389,0.0
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,3,153653,2550128.4198174705,521730.1316818774,0.0,27.66013175497077,1947284.7250608273,0.0
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,4,151881,2490040.142480211,330177.8847182385,330177.8847182385,25.67127595881399,962595.5254477877,962595.5254477877
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,5,152177,2439142.285714286,288802.03686635947,288802.03686635947,26.45980407920564,1467191.618729097,1467191.618729097
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,6,149787,2431695.2214046824,659508.2274247492,659508.2274247492,24.207357859531772,1232456.0,1232456.0
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,7,154493,2541191.478599222,370021.0654993515,370021.0654993515,28.184176394293125,840312.9351988218,840312.9351988218
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,8,155229,2555435.7805035505,206934.23499031633,206934.23499031633,30.22220962648594,516169.2914653784,516169.2914653784
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,9,151013,2512074.5109489053,1230524.702057067,1230524.702057067,25.531519575315194,2462683.567065073,2462683.567065073
nappatfpr,nappatfpr.de.danoeh.antennapod.debug,de.danoeh.antennapod.debug,10,161463,2399936.660459342,293660.3842333954,124595.84419615146,40.84967370124929,686628.2714078374,291326.42235123366
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,1,153838,2581355.648208469,527709.2996742671,476006.1315960912,24.88469055374593,527709.2996742671,476006.1315960912
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,2,159409,2667095.3689503456,229934.80892520427,151023.50094280328,29.50690658208235,229934.80892520427,151023.50094280328
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,3,160010,2627938.279273638,717065.4137050175,263473.1723829394,29.95299577440324,1664467.246637955,611579.4422900496
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,4,160816,2519469.926479751,261819.06542056074,261819.06542056074,30.76448598130841,677773.5483870967,677773.5483870967
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,5,159426,2525048.9880578252,696450.2646134506,339189.03708359523,29.331866750471402,1330194.9231692676,647838.8451380553
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,6,158838,2634636.888328076,1018845.7570977918,1018845.7570977918,28.27650389594881,1172745.4793028322,1172745.4793028322
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,7,154974,2614951.819004525,1065869.5636716224,901219.4854557208,25.440853264382675,1203576.799270073,1017654.4116788321
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,8,158710,2515778.022727273,1228388.2733585858,1228388.2733585858,28.857954545454547,1575519.858299595,1575519.858299595
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,9,163311,2424591.2049079756,767475.9073619632,454755.42024539877,33.755828220858895,1503588.6165865385,890927.0853365385
baseline,baseline.org.quantumbadger.redreader,org.quantumbadger.redreader,10,166844,2580201.580780781,175396.12012012012,175396.12012012012,41.8948948948949,492469.7133220911,492469.7133220911
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,1,160097,2638212.227784731,758512.4455569462,758512.4455569462,30.221526908635795,1282648.5587301587,1282648.5587301587
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,2,159412,2579698.360779384,1048572.2341818234,1048572.2341818234,29.817598283240777,1428320.5689925351,1428320.5689925351
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,3,160520,2612448.18227216,953820.9831460674,953820.9831460674,30.97812659269546,1912417.0400500626,1912417.0400500626
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,4,160813,2467683.3345794394,373038.11339563865,373038.11339563865,30.70280373831776,595747.4348258707,595747.4348258707
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,5,160103,2489031.969962453,210585.21902377973,210585.21902377973,30.21151439299124,615201.4259597806,615201.4259597806
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,6,160223,2400525.7285803626,399593.2388993121,399593.2388993121,30.259062007563358,919351.926618705,919351.926618705
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,7,158800,2626085.5924290223,584652.6302839117,584652.6302839117,29.31501358357631,1362756.4985294119,1362756.4985294119
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,8,153501,2603171.216710183,2947141.8949086163,2943147.8949086163,25.235129679117044,2947141.8949086163,2943147.8949086163
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,9,159092,2589486.992443325,720129.1227959698,720129.1227959698,30.20088161209068,1170486.230296827,1170486.230296827
nappatfpr,nappatfpr.org.quantumbadger.redreader,org.quantumbadger.redreader,10,163566,2419957.4485294116,839198.4160539216,839198.4160539216,34.32861985173972,1624640.3499406881,1624640.3499406881
nappagreedy,nappagreedy.com.newsblur,com.newsblur,1,112109,2619081.27971403,768719.6633659729,768719.6633659729,27.805881192594242,1493398.0960182704,1493398.0960182704
nappagreedy,nappagreedy.com.newsblur,com.newsblur,2,112511,2471779.46571683,1143508.822796082,0.0,28.426002415296136,1579533.0971709718,0.0
nappagreedy,nappagreedy.com.newsblur,com.newsblur,3,111699,2500296.322869955,1171813.0331838564,1171813.0331838564,27.68938526815339,2127966.6644951142,2127966.6644951142
nappagreedy,nappagreedy.com.newsblur,com.newsblur,4,112196,2613917.325,876127.3964285714,876127.3964285714,29.008928571428573,1081877.270121279,1081877.270121279
nappagreedy,nappagreedy.com.newsblur,com.newsblur,5,111877,2372240.458781362,317639.64784946234,317639.64784946234,29.158602150537636,906613.4194373401,906613.4194373401
nappagreedy,nappagreedy.com.newsblur,com.newsblur,6,111005,2574646.025270758,948834.6768953069,948834.6768953069,25.485977433564884,1617398.1876923076,1617398.1876923076
nappagreedy,nappagreedy.com.newsblur,com.newsblur,7,110885,2493844.1011743452,498414.0135501355,211525.29810298103,23.321861619700208,910469.1633663366,386400.1732673267
nappagreedy,nappagreedy.com.newsblur,com.newsblur,8,112310,2598320.0356824263,466338.48795718106,466338.48795718106,28.427655949471646,1180057.4379232505,1180057.4379232505
nappagreedy,nappagreedy.com.newsblur,com.newsblur,9,113347,2548386.157382847,632822.365163572,632160.365163572,31.2185596652806,632822.365163572,632160.365163572
nappagreedy,nappagreedy.com.newsblur,com.newsblur,10,113896,2472830.6068601585,567078.0439753738,567078.0439753738,33.45558487247142,834110.9133247089,834110.9133247089
