request_host,request_path,request_url,request_port,request_method,request_scheme,request_http_version,request_timestamp_start,request_timestamp_end,request_duration,request_header_user_agent,request_header_x_requested_with,response_size,response_http_version,response_status_code,response_reason,response_timestamp_start,response_timestamp_end,response_duration,response_header_date,response_header_content_length,response_header_content_type
fab.industries,/sixgun/files/linuxoutlaws.jpg,fab.industries/sixgun/files/linuxoutlaws.jpg,443,GET,https,HTTP/2.0,1596455617.856573,1596455617.959577,0.10300397872924805,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,1503,HTTP/2.0,404,NA,1595957670.3232534,1595957670.3395278,0.016274452209472656,NA,NA,NA
sixgun.org,/files/linuxoutlaws.jpg,sixgun.org/files/linuxoutlaws.jpg,80,GET,http,HTTP/1.1,1596455622.5279303,1596455622.538663,0.010732650756835938,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,87,HTTP/1.1,301,Moved Permanently,1595957669.9947023,1595957669.997743,0.0030405521392822266,Mon; 03 Aug 2020 11:53:41 GMT,87,text/html; charset=utf-8
fab.industries,/sixgun/files/linuxoutlaws.jpg,fab.industries/sixgun/files/linuxoutlaws.jpg,443,GET,https,HTTP/2.0,1596455622.5631793,1596455622.666579,0.10339975357055664,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,1503,HTTP/2.0,404,NA,1595957670.3232534,1595957670.3395278,0.016274452209472656,NA,NA,NA
gpodder.net,/api/2/tags/50.json,gpodder.net/api/2/tags/50.json,443,GET,https,HTTP/1.1,1596455626.311326,1596455626.3228607,0.011534690856933594,AntennaPod/1.7.2b,NA,2923,HTTP/1.1,200,OK,1595957668.7789743,1595957668.7857857,0.006811380386352539,Mon; 03 Aug 2020 11:53:45 GMT,2923,application/json
gpodder.net,/toplist/50.json,gpodder.net/toplist/50.json,443,GET,https,HTTP/1.1,1596455626.311208,1596455626.3454218,0.03421378135681152,AntennaPod/1.7.2b,NA,37507,HTTP/1.1,200,OK,1595957668.9262094,1595957668.9422092,0.015999794006347656,Mon; 03 Aug 2020 11:53:45 GMT,37507,application/json
sixgun.org,/files/linuxoutlaws.jpg,sixgun.org/files/linuxoutlaws.jpg,80,GET,http,HTTP/1.1,1596455626.4156284,1596455626.418557,0.002928495407104492,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,87,HTTP/1.1,301,Moved Permanently,1595957669.9947023,1595957669.997743,0.0030405521392822266,Mon; 03 Aug 2020 11:53:45 GMT,87,text/html; charset=utf-8
fab.industries,/sixgun/files/linuxoutlaws.jpg,fab.industries/sixgun/files/linuxoutlaws.jpg,443,GET,https,HTTP/2.0,1596455626.4555519,1596455626.5582252,0.10267329216003418,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,1503,HTTP/2.0,404,NA,1595957670.3232534,1595957670.3395278,0.016274452209472656,NA,NA,NA
feeds.feedburner.com,/linuxoutlaws,feeds.feedburner.com/linuxoutlaws,80,GET,http,HTTP/1.1,1596455633.3529954,1596455633.3557334,0.0027379989624023438,AntennaPod/1.7.2b,NA,10919,HTTP/1.1,200,OK,1595957674.676556,1595957674.6978233,0.021267175674438477,Mon; 03 Aug 2020 11:53:52 GMT,NA,text/xml; charset=UTF-8
sixgun.org,/files/linuxoutlaws.jpg,sixgun.org/files/linuxoutlaws.jpg,80,GET,http,HTTP/1.1,1596455633.4841397,1596455633.4870253,0.002885580062866211,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,87,HTTP/1.1,301,Moved Permanently,1595957669.9947023,1595957669.997743,0.0030405521392822266,Mon; 03 Aug 2020 11:53:52 GMT,87,text/html; charset=utf-8
fab.industries,/sixgun/files/linuxoutlaws.jpg,fab.industries/sixgun/files/linuxoutlaws.jpg,443,GET,https,HTTP/2.0,1596455633.5230117,1596455633.629865,0.10685324668884277,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,1503,HTTP/2.0,404,NA,1595957670.3232534,1595957670.3395278,0.016274452209472656,NA,NA,NA
sixgun.org,/files/linuxoutlaws.jpg,sixgun.org/files/linuxoutlaws.jpg,80,GET,http,HTTP/1.1,1596455638.2919984,1596455638.296434,0.004435539245605469,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,87,HTTP/1.1,301,Moved Permanently,1595957669.9947023,1595957669.997743,0.0030405521392822266,Mon; 03 Aug 2020 11:53:57 GMT,87,text/html; charset=utf-8
fab.industries,/sixgun/files/linuxoutlaws.jpg,fab.industries/sixgun/files/linuxoutlaws.jpg,443,GET,https,HTTP/2.0,1596455638.393557,1596455638.496436,0.10287904739379883,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,1503,HTTP/2.0,404,NA,1595957670.3232534,1595957670.3395278,0.016274452209472656,NA,NA,NA
connectivitycheck.gstatic.com,/generate_204,connectivitycheck.gstatic.com/generate_204,443,GET,https,HTTP/1.1,1596455669.7709224,1596455669.782318,0.011395692825317383,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.32 Safari/537.36,NA,0,HTTP/1.1,204,No Content,1595958435.5776744,1595958435.579823,0.0021486282348632812,Mon; 03 Aug 2020 11:54:29 GMT,0,NA
connectivitycheck.gstatic.com,/generate_204,connectivitycheck.gstatic.com/generate_204,443,GET,https,HTTP/1.1,1596455689.594548,1596455689.6017652,0.0072171688079833984,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.32 Safari/537.36,NA,0,HTTP/1.1,204,No Content,1595958435.5776744,1595958435.579823,0.0021486282348632812,Mon; 03 Aug 2020 11:54:49 GMT,0,NA
connectivitycheck.gstatic.com,/generate_204,connectivitycheck.gstatic.com/generate_204,443,GET,https,HTTP/1.1,1596455692.7689707,1596455692.774611,0.005640268325805664,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.32 Safari/537.36,NA,0,HTTP/1.1,204,No Content,1595958435.5776744,1595958435.579823,0.0021486282348632812,Mon; 03 Aug 2020 11:54:52 GMT,0,NA
