request_host,request_path,request_url,request_port,request_method,request_scheme,request_http_version,request_timestamp_start,request_timestamp_end,request_duration,request_header_user_agent,request_header_x_requested_with,response_size,response_http_version,response_status_code,response_reason,response_timestamp_start,response_timestamp_end,response_duration
i.pinimg.com,/originals/05/ec/42/05ec42c545b494d12cc612923483b4f0.jpg,i.pinimg.com/originals/05/ec/42/05ec42c545b494d12cc612923483b4f0.jpg,443,GET,https,HTTP/1.1,1596455855.6786911,1596455855.6815758,0.0028846263885498047,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,63593,HTTP/1.1,200,OK,1595961922.693973,1595961922.7074132,0.013440132141113281
www.zricks.com,/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,www.zricks.com/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,443,GET,https,HTTP/1.1,1596455855.8574986,1596455855.8621824,0.004683732986450195,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,52823,HTTP/1.1,200,OK,1595961922.4197915,1595961922.6817734,0.2619819641113281
connectivitycheck.gstatic.com,/generate_204,connectivitycheck.gstatic.com/generate_204,443,GET,https,HTTP/1.1,1596455855.8871639,1596455855.889636,0.0024721622467041016,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.32 Safari/537.36,NA,0,HTTP/1.1,204,No Content,1595958435.5776744,1595958435.579823,0.0021486282348632812
connectivitycheck.gstatic.com,/generate_204,connectivitycheck.gstatic.com/generate_204,443,GET,https,HTTP/1.1,1596455858.9648523,1596455858.9764662,0.011613845825195312,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/60.0.3112.32 Safari/537.36,NA,0,HTTP/1.1,204,No Content,1595958435.5776744,1595958435.579823,0.0021486282348632812
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455868.5314841,1596455868.5356262,0.004142045974731445,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-all-cities/10,project-travel-mate.herokuapp.com/api/get-all-cities/10,443,GET,https,HTTP/1.1,1596455882.7235508,1596455882.7354615,0.011910676956176758,okhttp/3.14.8,NA,1588,HTTP/1.1,200,OK,1595961920.5739076,1595961920.576813,0.0029053688049316406
project-travel-mate.herokuapp.com,/api/get-user,project-travel-mate.herokuapp.com/api/get-user,443,GET,https,HTTP/1.1,1596455882.735212,1596455882.7625854,0.027373313903808594,okhttp/3.14.8,NA,185,HTTP/1.1,200,OK,1595961920.4717288,1595961920.4786305,0.006901741027832031
lh3.ggpht.com,/_YLb7tJ8RoAk/SfazBLdgf3I/AAAAAAAANEg/p52_Zz_URxg/s640/Picture%20009.jpg,lh3.ggpht.com/_YLb7tJ8RoAk/SfazBLdgf3I/AAAAAAAANEg/p52_Zz_URxg/s640/Picture%20009.jpg,80,GET,http,HTTP/1.1,1596455882.98157,1596455882.9857495,0.004179477691650391,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,49536,HTTP/1.1,200,OK,1595961921.131408,1595961921.1590393,0.027631282806396484
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455883.0708354,1596455883.0882614,0.017426013946533203,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
static1.squarespace.com,/static/55917ae2e4b0984fc8c264c4/t/5ad7a037758d464041bfba27/1524102624280/Victoria_Mumbai.jpg,static1.squarespace.com/static/55917ae2e4b0984fc8c264c4/t/5ad7a037758d464041bfba27/1524102624280/Victoria_Mumbai.jpg,443,GET,https,HTTP/1.1,1596455883.070609,1596455883.0961628,0.02555370330810547,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,0,HTTP/1.1,301,Moved Permanently,1595961922.1294127,1595961922.1568387,0.02742600440979004
upload.wikimedia.org,/wikipedia/commons/9/94/%E0%B4%96%E0%B5%81%E0%B4%A4%E0%B5%8D%E0%B4%AC%E0%B5%8D_%E0%B4%AE%E0%B4%BF%E0%B4%A8%E0%B4%BE%E0%B5%BC1.jpg,upload.wikimedia.org/wikipedia/commons/9/94/%E0%B4%96%E0%B5%81%E0%B4%A4%E0%B5%8D%E0%B4%AC%E0%B5%8D_%E0%B4%AE%E0%B4%BF%E0%B4%A8%E0%B4%BE%E0%B5%BC1.jpg,443,GET,https,HTTP/1.1,1596455883.0725622,1596455883.08803,0.01546788215637207,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,244619,HTTP/1.1,200,OK,1595961922.128014,1595961922.189309,0.0612947940826416
static1.squarespace.com,/static/55917ae2e4b0984fc8c264c4/t/5ad7a037758d464041bfba27/1524102624280/Victoria_Mumbai.jpg,static1.squarespace.com/static/55917ae2e4b0984fc8c264c4/t/5ad7a037758d464041bfba27/1524102624280/Victoria_Mumbai.jpg,443,GET,https,HTTP/1.1,1596455883.22566,1596455883.2547708,0.02911067008972168,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,0,HTTP/1.1,301,Moved Permanently,1595961922.1294127,1595961922.1568387,0.02742600440979004
images.squarespace-cdn.com,/content/55917ae2e4b0984fc8c264c4/1524080696124-EPNKGW81IJCU0QMO1VYR/Victoria_Mumbai.jpg?content-type=image%2Fjpeg,images.squarespace-cdn.com/content/55917ae2e4b0984fc8c264c4/1524080696124-EPNKGW81IJCU0QMO1VYR/Victoria_Mumbai.jpg?content-type=image%2Fjpeg,443,GET,https,HTTP/1.1,1596455883.315862,1596455883.319306,0.0034439563751220703,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,118765,HTTP/1.1,200,OK,1595961922.360655,1595961922.4049726,0.04431748390197754
images.squarespace-cdn.com,/content/55917ae2e4b0984fc8c264c4/1524080696124-EPNKGW81IJCU0QMO1VYR/Victoria_Mumbai.jpg?content-type=image%2Fjpeg,images.squarespace-cdn.com/content/55917ae2e4b0984fc8c264c4/1524080696124-EPNKGW81IJCU0QMO1VYR/Victoria_Mumbai.jpg?content-type=image%2Fjpeg,443,GET,https,HTTP/1.1,1596455883.425494,1596455883.435767,0.010272979736328125,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,118765,HTTP/1.1,200,OK,1595961922.360655,1595961922.4049726,0.04431748390197754
www.zricks.com,/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,www.zricks.com/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,443,GET,https,HTTP/1.1,1596455883.4805756,1596455883.4888096,0.008234024047851562,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,52823,HTTP/1.1,200,OK,1595961922.4197915,1595961922.6817734,0.2619819641113281
i.pinimg.com,/originals/05/ec/42/05ec42c545b494d12cc612923483b4f0.jpg,i.pinimg.com/originals/05/ec/42/05ec42c545b494d12cc612923483b4f0.jpg,443,GET,https,HTTP/1.1,1596455883.5586028,1596455883.5637527,0.00514984130859375,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,63593,HTTP/1.1,200,OK,1595961922.693973,1595961922.7074132,0.013440132141113281
www.zricks.com,/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,www.zricks.com/ImagesPostProject/47929//6557d975-20a9-4c6c-a776-8072a1936a76.jpg,443,GET,https,HTTP/1.1,1596455883.7327068,1596455883.7372434,0.004536628723144531,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,52823,HTTP/1.1,200,OK,1595961922.4197915,1595961922.6817734,0.2619819641113281
project-travel-mate.herokuapp.com,/api/get-city/1,project-travel-mate.herokuapp.com/api/get-city/1,443,GET,https,HTTP/1.1,1596455889.936459,1596455889.9430494,0.006590366363525391,okhttp/3.14.8,NA,530,HTTP/1.1,200,OK,1595961951.7918346,1595961951.8370986,0.04526400566101074
project-travel-mate.herokuapp.com,/api/get-city-weather/1,project-travel-mate.herokuapp.com/api/get-city-weather/1,443,GET,https,HTTP/1.1,1596455890.0883193,1596455890.0976274,0.009308099746704102,okhttp/3.14.8,NA,238,HTTP/1.1,200,OK,1595961951.7911453,1595961951.84617,0.05502462387084961
openweathermap.org,/img/w/50n.png,openweathermap.org/img/w/50n.png,80,GET,http,HTTP/1.1,1596455890.1664333,1596455890.1689382,0.0025048255920410156,Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 6P Build/MDB08K),NA,3328,HTTP/1.1,200,OK,1595961952.0977912,1595961952.1153681,0.017576932907104492
project-travel-mate.herokuapp.com,/api/get-city-information/1,project-travel-mate.herokuapp.com/api/get-city-information/1,443,GET,https,HTTP/1.1,1596455894.630745,1596455894.6356554,0.004910469055175781,okhttp/3.14.8,NA,55024,HTTP/1.1,200,OK,1595961976.0501637,1595961976.153127,0.10296320915222168
project-travel-mate.herokuapp.com,/api/get-city-facts/1,project-travel-mate.herokuapp.com/api/get-city-facts/1,443,GET,https,HTTP/1.1,1596455901.2988913,1596455901.3050337,0.006142377853393555,okhttp/3.14.8,NA,1793,HTTP/1.1,200,OK,1595961962.7359097,1595961962.7585313,0.022621631622314453
project-travel-mate.herokuapp.com,/api/get-city-images/1,project-travel-mate.herokuapp.com/api/get-city-images/1,443,GET,https,HTTP/1.1,1596455901.7051504,1596455901.7079859,0.002835512161254883,okhttp/3.14.8,NA,183,HTTP/1.1,200,OK,1595961963.566985,1595961963.5789196,0.011934757232666016
project-travel-mate.herokuapp.com,/api/get-city-facts/1,project-travel-mate.herokuapp.com/api/get-city-facts/1,443,GET,https,HTTP/1.1,1596455906.1092641,1596455906.1132631,0.003998994827270508,okhttp/3.14.8,NA,1793,HTTP/1.1,200,OK,1595961962.7359097,1595961962.7585313,0.022621631622314453
project-travel-mate.herokuapp.com,/api/get-city-images/1,project-travel-mate.herokuapp.com/api/get-city-images/1,443,GET,https,HTTP/1.1,1596455906.5137544,1596455906.5164332,0.0026788711547851562,okhttp/3.14.8,NA,183,HTTP/1.1,200,OK,1595961963.566985,1595961963.5789196,0.011934757232666016
project-travel-mate.herokuapp.com,/api/get-city-information/1,project-travel-mate.herokuapp.com/api/get-city-information/1,443,GET,https,HTTP/1.1,1596455910.9198344,1596455910.9242406,0.0044062137603759766,okhttp/3.14.8,NA,55024,HTTP/1.1,200,OK,1595961976.0501637,1595961976.153127,0.10296320915222168
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455917.7908704,1596455917.7956889,0.004818439483642578,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-city-weather/1,project-travel-mate.herokuapp.com/api/get-city-weather/1,443,GET,https,HTTP/1.1,1596455919.730951,1596455919.7423866,0.011435508728027344,okhttp/3.14.8,NA,238,HTTP/1.1,200,OK,1595961951.7911453,1595961951.84617,0.05502462387084961
project-travel-mate.herokuapp.com,/api/get-city/1,project-travel-mate.herokuapp.com/api/get-city/1,443,GET,https,HTTP/1.1,1596455919.7314503,1596455919.7647753,0.0333249568939209,okhttp/3.14.8,NA,530,HTTP/1.1,200,OK,1595961951.7918346,1595961951.8370986,0.04526400566101074
project-travel-mate.herokuapp.com,/api/get-city-information/1,project-travel-mate.herokuapp.com/api/get-city-information/1,443,GET,https,HTTP/1.1,1596455924.5414243,1596455924.54925,0.007825613021850586,okhttp/3.14.8,NA,55024,HTTP/1.1,200,OK,1595961976.0501637,1595961976.153127,0.10296320915222168
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455931.296886,1596455931.304502,0.0076160430908203125,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455935.0919173,1596455935.1032562,0.011338949203491211,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455942.0510888,1596455942.0614157,0.010326862335205078,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455947.0879042,1596455947.099064,0.011159896850585938,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596455953.2261257,1596455953.2320087,0.005882978439331055,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596455953.2268245,1596455953.2627683,0.03594374656677246,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455958.1347353,1596455958.1455321,0.010796785354614258,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596455960.0860708,1596455960.105237,0.019166231155395508,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596455960.0894752,1596455960.1232047,0.03372955322265625,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455964.9863143,1596455964.9933465,0.007032155990600586,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-notifications,project-travel-mate.herokuapp.com/api/get-notifications,443,GET,https,HTTP/1.1,1596455970.7209857,1596455970.7325015,0.01151585578918457,okhttp/3.14.8,NA,2,HTTP/1.1,200,OK,1596455970.8886237,1596455970.8934186,0.0047948360443115234
project-travel-mate.herokuapp.com,/api/get-notifications,project-travel-mate.herokuapp.com/api/get-notifications,443,GET,https,HTTP/1.1,1596455970.7395284,1596455970.7525156,0.012987136840820312,okhttp/3.14.8,NA,2,HTTP/1.1,200,OK,1596455970.9086623,1596455970.913141,0.0044786930084228516
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455975.854085,1596455975.863826,0.009741067886352539,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455978.923951,1596455978.9285545,0.00460362434387207,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455982.8075812,1596455982.813463,0.005881786346435547,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455990.793716,1596455990.7993624,0.005646467208862305,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596455996.120693,1596455996.1308599,0.01016688346862793,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596456002.2654433,1596456002.2676866,0.0022432804107666016,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596456002.2834146,1596456002.3015373,0.01812267303466797,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596456007.3860106,1596456007.3952503,0.009239673614501953,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596456009.3332202,1596456009.3405266,0.007306337356567383,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/get-upcoming-holidays/2020,project-travel-mate.herokuapp.com/api/get-upcoming-holidays/2020,443,GET,https,HTTP/1.1,1596456009.3361125,1596456009.3734157,0.03730320930480957,okhttp/3.14.8,NA,6426,HTTP/1.1,200,OK,1595961997.5154526,1595961997.5181932,0.002740621566772461
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596456014.2504776,1596456014.2615557,0.011078119277954102,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/get-notifications,project-travel-mate.herokuapp.com/api/get-notifications,443,GET,https,HTTP/1.1,1596456020.2083132,1596456020.210553,0.002239704132080078,okhttp/3.14.8,NA,2,HTTP/1.1,200,OK,1596456020.4514036,1596456020.4641323,0.012728691101074219
project-travel-mate.herokuapp.com,/api/get-notifications,project-travel-mate.herokuapp.com/api/get-notifications,443,GET,https,HTTP/1.1,1596456020.183864,1596456020.1898336,0.005969524383544922,okhttp/3.14.8,NA,2,HTTP/1.1,200,OK,1596456020.451045,1596456020.4889157,0.03787064552307129
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596456025.207262,1596456025.2129161,0.005654096603393555,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
project-travel-mate.herokuapp.com,/api/number-of-unread-notifications,project-travel-mate.herokuapp.com/api/number-of-unread-notifications,443,GET,https,HTTP/1.1,1596456028.2824445,1596456028.2846272,0.0021827220916748047,okhttp/3.14.8,NA,36,HTTP/1.1,200,OK,1595961920.6679697,1595961920.6729584,0.004988670349121094
