Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,64352,2651157.53894081,479147.5093457944,475161.5093457944,24.218068535825545,479147.5093457944,475161.5093457944
2,65803,2675941.4307458145,895426.4292237443,895426.4292237443,26.382560830674922,1000501.9795918367,1000501.9795918367
3,65148,2663852.0061443932,286595.668202765,286595.668202765,26.504552844377432,1516860.0,1516860.0
4,64572,2550749.7488372093,2093446.4992248062,2093446.4992248062,24.224806201550386,2377241.1830985914,2377241.1830985914
5,64756,2576933.591331269,1146855.8931888544,1146855.8931888544,24.04953560371517,1711013.6420323325,1711013.6420323325
6,64771,2602558.2256568777,850507.5517774343,850507.5517774343,24.944212857344205,1769383.8778135048,1769383.8778135048
7,64763,2327257.335394127,800472.0432766615,800472.0432766615,24.45595054095827,1061281.5819672132,1061281.5819672132
8,65082,2356485.7415384618,517206.3676923077,517206.3676923077,24.826153846153847,693163.1731958763,693163.1731958763
9,64662,2368007.4489164087,1983272.2817337462,1983272.2817337462,23.402476780185758,2625397.323770492,2625397.323770492
10,66691,2604923.4954954954,1370710.4504504504,1370710.4504504504,28.049560822083343,1668908.8848263253,1668908.8848263253
