Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,166381,2630922.1807228914,1984801.0975903615,1471672.1391566265,30.984939759036145,1984801.0975903615,1471672.1391566265
2,174420,2633648.793103448,1484442.7994252874,1484442.7994252874,40.98965517241379,1703779.9940633245,1703779.9940633245
3,174138,2622118.5178365936,1149724.740506329,26056.45166858458,41.21518987341772,1801822.9026149684,40835.08836789901
4,174899,2468042.1088825213,394809.8979942693,394809.8979942693,41.788977101994234,951579.1049723757,951579.1049723757
5,166210,2630276.894514768,1548414.0337552743,1548414.0337552743,30.84558589766089,1781427.7961165048,1781427.7961165048
6,169127,2542656.857819905,2137705.161729858,2137705.161729858,33.54976303317535,2378672.5860250494,2378672.5860250494
7,172411,2516647.511911679,1610460.3468913422,1610460.3468913422,36.54068533726152,2247852.600973236,2247852.600973236
8,174796,2544476.126146789,731082.0401376147,0.0,43.289716117119774,957212.5210210211,0.0
9,176813,2578566.535147392,858602.7590702948,858602.7590702948,46.975594659632556,1653466.4486899562,1653466.4486899562
10,178682,2510189.9293325855,673132.6539540101,673132.6539540101,51.43657192359195,1081257.227027027,1081257.227027027
