Run number,cpu,mem
1,31.910994764397905,181253.06806282722
2,0.599999999999998,181188.23958333334
3,22.572105263157905,181964.4947368421
4,18.551295336787565,182063.9585492228
5,17.963350785340314,182057.2670157068
6,19.0,178514.24107142858
7,4.463541666666683,181981.96875
8,0.09999999999999992,180310.67777777778
9,0.09999999999999991,180619.3651685393
10,0.09999999999999996,180887.25405405406
