Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,174179,2523721.515256189,803821.180771445,803821.180771445,42.21761658031088,1142583.7896890345,1142583.7896890345
2,175388,2476795.302857143,1787006.7845714286,1787006.7845714286,44.16293583673469,3102442.334325397,3102442.334325397
3,174511,2482878.3434807584,507861.45663411834,507861.45663411834,43.558031606545654,711905.6328502415,711905.6328502415
4,175558,2573518.7671232875,571260.953196347,571260.953196347,46.0376777485874,1359849.4429347827,1359849.4429347827
5,173407,2620161.4404624277,998188.9184971098,998188.9184971098,40.40773664338935,1135349.657462196,1135349.657462196
6,176768,2606602.402722632,940184.3165059558,940184.3165059558,46.94781622234827,1560776.7890772128,1560776.7890772128
7,175677,2600567.8927552765,1089951.513976041,1089951.513976041,46.24427718890508,1351262.379066478,1351262.379066478
8,178830,2573629.932735426,1055118.0162556053,1055118.0162556053,51.962406556033706,2198984.2768691587,2198984.2768691587
9,177427,2620875.4214689266,1383155.0689265537,1383155.0689265537,49.06160107248875,1783091.3852876911,1783091.3852876911
10,177916,2532352.9014084507,1014554.1915492958,574934.8343661972,48.42952239634993,1961692.4727668846,1111665.9379084967
