STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",860937,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70052,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42761,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67969,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66146,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51666,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",420000,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65469,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",869063,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",512032,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44896,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44948,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",630573,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52448,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",464792,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",732813,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",72084,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",397188,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",73385,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1003021,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",286927,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",293386,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",99844,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51875,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",704218,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54792,0,0,0,True
