Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,157965,2674757.6106531387,199462.22891566265,199462.22891566265,19.65313887127457,506524.85507246375,506524.85507246375
2,157917,2595842.050761421,340200.8471577147,340200.8471577147,19.713832487309645,657054.5773536254,657054.5773536254
3,158675,2386680.4595959596,265420.70075757575,265420.70075757575,19.939979418554227,492302.5644028103,492302.5644028103
4,156658,2362609.445012788,1392027.9705882352,845747.8625319693,19.00831202046036,1622303.8345752608,985655.4821162444
5,155900,2617131.2442159383,422080.45179948583,422080.45179948583,18.19280205655527,1071382.0277324633,1071382.0277324633
6,157731,2644786.1880559083,388797.7986022872,61369.40279542567,19.23457583443795,568215.1671309192,89689.35933147633
7,151021,2671962.7737226277,365957.80889183807,362620.5136031851,15.518248175182482,365957.80889183807,362620.5136031851
8,162721,2677603.093596059,331445.8534482759,279588.7580049261,22.980274712441457,331445.8534482759,279588.7580049261
9,162700,2618433.1798029556,271503.49507389165,271503.49507389165,23.1250682496542,584776.7586206896,584776.7586206896
10,162896,2491152.688806888,442774.7306273063,442774.7306273063,23.36408364083641,1161212.4387096774,1161212.4387096774
