RUN_NUMBER,EXECUTION_COUNT,CASES_COUNT,HIT_PERCENTAGE_TOTAL,HIT_PERCENTAGE_WHEN_PREDICTED,HIT_COUNT,MISS_COUNT,INSUFFICIENT_SCORE_COUNT,EXCEPTION_COUNT,NO_SUCCESSOR_COUNT
1,7,8,50.0,100.0,4,0,0,1,3
2,7,7,100.0,100.0,7,0,0,0,0
3,7,7,100.0,100.0,7,0,0,0,0
