Run number,cpu,mem
1,22.347393364928894,250703.30331753555
2,70.0,249403.46829268293
3,25.766502463054152,250159.66502463055
4,26.0,250894.6169154229
5,24.0,256117.4236453202
6,26.67836538461536,249639.39423076922
7,26.740196078431346,254463.27450980392
8,37.0532994923858,250930.1421319797
9,29.89899999999998,249561.085
10,31.955121951219486,249953.34146341463
