STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",536771,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4954584,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56875,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5252500,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3163698,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61354,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53021,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56094,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2367916,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3426042,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41667,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",594740,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",469479,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",250937,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5646718,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49271,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3039948,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53907,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",229948,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2950572,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52344,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",11349063,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",85573,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3749167,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5301459,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43854,0,0,0,True
