STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"TfprPrefetchingStrategy",1640677,0,2,2,True
"TfprPrefetchingStrategy",964948,0,1,1,True
"TfprPrefetchingStrategy",1450053,0,1,1,True
"TfprPrefetchingStrategy",5208,0,0,0,True
"TfprPrefetchingStrategy",841615,0,1,1,True
"TfprPrefetchingStrategy",1250,0,0,0,True
"TfprPrefetchingStrategy",1100781,0,1,2,True
"TfprPrefetchingStrategy",732969,0,1,1,True
"TfprPrefetchingStrategy",1098646,0,1,1,True
"TfprPrefetchingStrategy",1667,0,0,0,True
"TfprPrefetchingStrategy",1115990,0,1,2,True
"TfprPrefetchingStrategy",920313,0,1,1,True
"TfprPrefetchingStrategy",991355,0,1,1,True
"TfprPrefetchingStrategy",1146,0,0,0,True
"TfprPrefetchingStrategy",1010625,0,1,1,True
"TfprPrefetchingStrategy",989,0,0,0,True
"TfprPrefetchingStrategy",1132083,0,2,2,True
"TfprPrefetchingStrategy",1284740,0,1,1,True
"TfprPrefetchingStrategy",1030156,0,1,1,True
"TfprPrefetchingStrategy",1927,0,0,0,True
