Run number,cpu,mem
1,9.378694158075596,157453.27835051547
2,19.0,158080.7074829932
3,13.724829931972776,157370.80952380953
4,1.3877551020408103,158061.11224489796
5,0.0,158212.58783783784
6,0.10000000000000049,157789.90657439447
7,19.31696750902526,156552.5415162455
8,29.0,157267.3905109489
9,0.10000000000000045,157092.75362318842
10,11.259782608695653,156504.09420289856
