Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,146683,2667154.028708134,867129.5023923445,867129.5023923445,34.654818865345185,1362632.07518797,1362632.07518797
2,146973,2668160.160872529,769086.1513292433,769086.1513292433,34.15209872825891,1037947.9153633855,1037947.9153633855
3,146474,2666576.7879616963,1194273.512995896,1194273.512995896,34.18262653898769,1920822.7458745874,1920822.7458745874
4,145892,2653330.508241758,679336.1304945055,679336.1304945055,33.26183998007487,1261624.2423469387,1261624.2423469387
5,144964,2662859.3001383124,1326774.3921161825,1326774.3921161825,31.728907330567083,2056287.0,2056287.0
6,145381,2632118.605099931,1133281.5258442455,1133281.5258442455,32.25653640327899,1983584.431845597,1983584.431845597
7,144780,2640666.793079585,730795.8089965398,730795.8089965398,32.090704852671784,1703225.7161290322,1703225.7161290322
8,147900,2597712.4637288135,1826716.7830508475,1826716.7830508475,36.63864406779661,1849284.3205216199,1849284.3205216199
9,147885,2618514.8509485093,685222.6978319783,680618.2574525746,36.78116531165312,685222.6978319783,680618.2574525746
10,153513,2559459.581972567,192201.48334421945,188385.51143043762,45.92227302416721,192201.48334421945,188385.51143043762
