STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"TfprPrefetchingStrategy",1764427,0,2,2,True
"TfprPrefetchingStrategy",404062,0,1,1,True
"TfprPrefetchingStrategy",981667,0,1,1,True
"TfprPrefetchingStrategy",1614,0,0,0,True
"TfprPrefetchingStrategy",842396,0,1,1,True
"TfprPrefetchingStrategy",1563,0,0,0,True
"TfprPrefetchingStrategy",1298907,0,2,2,True
"TfprPrefetchingStrategy",931979,0,1,1,True
"TfprPrefetchingStrategy",1856354,0,1,1,True
"TfprPrefetchingStrategy",1614,0,0,0,True
"TfprPrefetchingStrategy",1284895,0,2,2,True
"TfprPrefetchingStrategy",1124219,0,1,1,True
"TfprPrefetchingStrategy",770156,0,1,1,True
"TfprPrefetchingStrategy",1718,0,0,0,True
"TfprPrefetchingStrategy",944062,0,1,1,True
"TfprPrefetchingStrategy",1875,0,0,0,True
"TfprPrefetchingStrategy",1830417,0,2,2,True
"TfprPrefetchingStrategy",1398698,0,1,1,True
"TfprPrefetchingStrategy",1369896,0,1,1,True
"TfprPrefetchingStrategy",1875,0,0,0,True
