Run number,cpu,mem
1,1.415957446808514,180681.97872340426
2,39.627272727272725,178343.6181818182
3,26.0,181071.29347826086
4,17.134597156398097,182754.75829383885
5,21.0,181228.52173913043
6,11.649999999999968,178192.07943925232
7,16.314880952380943,180643.83333333334
8,-11.859999999999962,177980.915
9,13.441509433962228,180183.3396226415
10,1.8156424581005584,180833.50837988826
