RUN_NUMBER,EXECUTION_COUNT,CASES_COUNT,HIT_PERCENTAGE_TOTAL,HIT_PERCENTAGE_WHEN_PREDICTED,HIT_COUNT,MISS_COUNT,INSUFFICIENT_SCORE_COUNT,EXCEPTION_COUNT,NO_SUCCESSOR_COUNT
1,7,7,42.857142857142854,75.0,3,1,0,0,3
2,7,7,100.0,100.0,7,0,0,0,0
3,7,7,100.0,100.0,7,0,0,0,0
4,7,7,100.0,100.0,7,0,0,0,0
5,7,7,100.0,100.0,7,0,0,0,0
6,7,7,100.0,100.0,7,0,0,0,0
7,7,7,100.0,100.0,7,0,0,0,0
8,7,7,100.0,100.0,7,0,0,0,0
9,7,7,100.0,100.0,7,0,0,0,0
10,7,7,100.0,100.0,7,0,0,0,0
