Run number,cpu,mem
1,19.554316546762607,165429.06834532373
2,20.152592592592608,164155.3925925926
3,30.0,165169.02985074627
4,25.0,164552.89377289376
5,0.01254612546125462,164669.0221402214
6,0.0,165352.73646209386
7,2.0,165081.02651515152
8,9.809578544061289,164714.33333333334
9,4.100000000000006,165202.51811594202
10,30.402857142857137,159943.96734693876
