Run number,cpu,mem
1,29.704626334519574,157704.4128113879
2,19.50469314079421,156465.72202166065
3,21.0,157350.62587412586
4,7.099999999999959,159160.2428115016
5,8.856884057971014,157353.27898550723
6,26.0,157218.9814126394
7,18.378810408921936,157609.71375464683
8,-22.51858736059477,157508.30855018587
9,31.0,157064.12992125985
10,0.0,150770.03041825094
