Run number,cpu,mem
1,0.10000000000000014,349561.00471698114
2,38.0,349073.10859728506
3,2.3931506849315074,348100.7899543379
4,0.0,348234.96803652967
5,0.0,348179.9691629956
6,18.299176954732513,231058.51440329218
7,25.61111111111111,347646.27314814815
8,0.0,348328.5971563981
9,23.85756097560973,347603.6341463415
10,34.01675126903553,349336.5126903553
