Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,109822,2598476.222627737,1265766.5237226277,1265766.5237226277,23.81934306569343,1780847.3812580232,1780847.3812580232
2,109685,2563138.319634703,1093037.3634703197,1093037.3634703197,20.982615041387795,1558432.1783854167,1558432.1783854167
3,110280,2548316.0145322434,1449367.7901907356,977280.1534968211,24.547252477105697,1699418.463258786,1145884.3972310969
4,110616,2604544.438405797,777335.4592391305,777335.4592391305,24.67722363342785,915878.7054429029,915878.7054429029
5,110283,2636592.7774750227,783188.4859218892,783188.4859218892,24.115434651514065,1060627.9495694956,1060627.9495694956
6,111205,2421557.8558558556,795742.027027027,795742.027027027,25.97473094716338,1608877.3224043716,1608877.3224043716
7,113025,2574273.343971631,858809.1498226951,346717.43173758866,30.137509588300386,1206396.9128268992,487045.1594022416
8,113611,2488572.1375661376,646779.5211640212,646779.5211640212,31.31393298059965,2077756.3087818697,2077756.3087818697
9,113908,2433878.54001759,210669.8434476693,5967.2963940193495,34.312473458135216,748536.2875,21202.55
10,113112,2313544.765279008,217358.04251550045,217358.04251550045,28.110717449069973,613493.075,613493.075
