STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",990417,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",555937,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",451094,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67916,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",378229,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65782,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",430573,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54271,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56042,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",545365,0,1,5,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",313020,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",71979,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",94948,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69479,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64219,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53386,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62396,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65365,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53907,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55052,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",88855,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61980,0,0,0,True
