Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,157492,2608532.6666666665,833787.9382951654,833787.9382951654,27.543591654850466,1228411.0955951265,1228411.0955951265
2,151602,2486390.5776602775,941046.8889623265,665898.8103106411,22.39086323464978,1837166.3780645162,1300006.322580645
3,153644,2589438.8206131766,1381919.6490541422,1381919.6490541422,24.672537508153948,1704330.5084473048,1704330.5084473048
4,158595,2501721.0966519266,640498.0934933671,640498.0934933671,28.461429855831604,979621.7217391304,979621.7217391304
5,158686,2514867.6035353537,508231.39646464644,508231.39646464644,28.021464646464647,774820.531280077,774820.531280077
6,162136,2572520.370828183,1077364.8720642768,1077364.8720642768,31.71798417371933,1397896.0408981557,1397896.0408981557
7,166445,2613382.0987951807,724931.5319277109,677665.7909638555,40.725301204819274,1446377.8161057692,1352073.5733173077
8,165656,2403371.3176043555,140320.07743496672,16629.870538415,39.6216562015423,140320.07743496672,16629.870538415
9,161129,2388224.6393034826,321430.4527363184,321430.4527363184,31.504032619860894,973371.3145009417,973371.3145009417
10,161628,2496976.2628642283,659746.7482951023,659746.7482951023,34.09862212978938,868002.8588907014,868002.8588907014
