Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,109953,2377641.1157702827,852521.481312671,852521.481312671,23.43391066545123,1125410.4271961492,1125410.4271961492
2,113113,2614396.432240921,994947.5828166519,994947.5828166519,31.004428697962798,1181173.313354364,1181173.313354364
3,112904,2386000.0,904931.71162378,904931.71162378,29.656282157166714,1125671.1247240617,1125671.1247240617
