STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",790000,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45521,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55260,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66562,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",489427,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58282,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",294480,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",520938,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50313,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44635,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",574896,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52188,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",751719,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",833594,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45573,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",533645,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",142656,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434688,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",244740,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",247084,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",119115,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64896,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434479,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",71928,0,0,0,True
