Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,165447,2543630.1175045427,975276.1732283465,975276.1732283465,39.839379323729055,1336249.7609958507,1336249.7609958507
2,163256,2567265.4069981584,791646.7857581339,791646.7857581339,35.75920028368569,923115.6864710093,923115.6864710093
3,164059,2371237.56627978,580996.7599640118,580996.7599640118,36.00548778644727,1574655.1259289526,1574655.1259289526
