Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,155303,2552352.701935484,153991.94451612904,650.461935483871,25.821164203954215,395178.0033112583,1669.23178807947
2,156523,2650724.222791293,792484.3361075544,95631.78233034571,27.086471921975342,977001.2099447513,117898.06156274665
3,157201,2591971.4569789674,923726.3722115997,923726.3722115997,27.262106272704784,1187972.6868852458,1187972.6868852458
4,159432,2468006.607165305,538050.1615336266,538050.1615336266,29.429918290383405,690353.0701612904,690353.0701612904
5,158191,2493356.658644712,1618706.8505383155,1618706.8505383155,28.7188093730209,2338461.2232387923,2338461.2232387923
6,148880,2628467.3485868103,757083.7429340511,753315.9434724092,20.14544542241721,757083.7429340511,753315.9434724092
7,149680,2661356.182183523,2154426.0823844606,2154426.0823844606,20.594775619557936,2241503.931010453,2241503.931010453
8,156188,2576466.706863374,721043.1128928801,721043.1128928801,26.638229634381013,854184.052431611,854184.052431611
9,157921,2402883.5228426396,1104330.4771573604,1104330.4771573604,28.273639410317195,1223067.345045678,1223067.345045678
10,164750,2627063.1557177617,418735.39537712897,415577.92700729927,37.202055620674756,418735.39537712897,415577.92700729927
