STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",570208,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",332187,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",443385,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",121458,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",423541,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49740,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",272448,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",246615,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",230885,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56094,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",308698,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",291823,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",255416,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41406,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",327187,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48750,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",330417,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",289010,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",324531,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54791,0,0,0,True
