STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"TfprPrefetchingStrategy",1551458,0,2,2,True
"TfprPrefetchingStrategy",405000,0,1,1,True
"TfprPrefetchingStrategy",1181979,0,1,1,True
"TfprPrefetchingStrategy",573,0,0,0,True
"TfprPrefetchingStrategy",896407,0,1,1,True
"TfprPrefetchingStrategy",1875,0,0,0,True
"TfprPrefetchingStrategy",1079896,0,2,2,True
"TfprPrefetchingStrategy",907344,0,1,1,True
"TfprPrefetchingStrategy",927657,0,1,1,True
"TfprPrefetchingStrategy",1667,0,0,0,True
"TfprPrefetchingStrategy",1257031,0,2,2,True
"TfprPrefetchingStrategy",854323,0,1,1,True
"TfprPrefetchingStrategy",891145,0,1,1,True
"TfprPrefetchingStrategy",1146,0,0,0,True
"TfprPrefetchingStrategy",1236875,0,1,1,True
"TfprPrefetchingStrategy",834,0,0,0,True
"TfprPrefetchingStrategy",1331354,0,2,2,True
"TfprPrefetchingStrategy",639948,0,1,1,True
"TfprPrefetchingStrategy",1172240,0,1,1,True
"TfprPrefetchingStrategy",1146,0,0,0,True
