Run number,cpu,mem
1,0.0,346372.9259259259
2,0.6999999999999981,352656.11627906974
3,32.0,349247.5701357466
4,32.0,347111.6798245614
5,6.276146788990827,347157.05963302753
6,1.0999999999999963,346001.0380952381
7,62.0,348590.37623762374
8,18.0,348328.70484581497
9,8.882938388625584,347901.05213270144
10,15.748837209302291,347509.81860465114
