STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1707553,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4081459,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45208,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3102916,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52812,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3078125,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61562,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65469,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2915261,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",7826250,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52916,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1115208,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",353646,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",230833,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4812500,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4424115,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67447,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",298750,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",7113021,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",72291,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3130677,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67708,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2792448,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",10719114,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66459,0,0,0,True
