Run number,cpu,mem
1,14.994943820224714,162130.54494382022
2,11.948717948717915,162862.46723646723
3,10.517867435158463,162654.46397694523
4,44.0,162892.65536723164
5,25.0,162368.24011299436
6,17.537325905292477,163410.81894150417
7,12.748843930635887,162837.12716763007
8,2.0,162282.8192419825
9,2.0,162499.17101449275
10,31.0,162199.06542056074
