RUN_NUMBER,F1_SCORE_1,F1_SCORE_2,TRUE_POSITIVE,FALSE_POSITIVE,FALSE_NEGATIVE
1,0.012779552715654953,0.012779552715654952,2,0,309
2,0.012084592145015106,0.012084592145015106,2,0,327
3,0.011730205278592374,0.011730205278592375,2,0,337
