STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",779115,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4375469,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4803490,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58282,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5932396,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52187,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61458,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66302,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2637969,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3164843,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54323,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",632240,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",450052,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",231615,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3709062,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47656,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",15218750,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",137969,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",262813,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3645313,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",118282,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5296927,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67188,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3421406,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2932917,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",98490,0,0,0,True
