STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",825833,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4275312,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5794167,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52448,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",22486563,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51719,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",68489,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51302,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2837709,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3467136,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53593,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",626511,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",455417,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",281927,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",8024479,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75625,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3680573,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75000,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",343229,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3234792,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",108802,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",8700365,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45781,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3609583,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4023281,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",71927,0,0,0,True
