STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2225260,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",190313,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",218282,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55156,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",182083,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58594,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",207240,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45365,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",245312,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41615,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",181354,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",34323,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",298125,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",374167,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59948,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",341667,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64271,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53281,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",100937,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",337239,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",94219,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",231719,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",284792,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55365,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",300156,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",76094,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",294896,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66718,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",195990,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50573,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",234063,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40365,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",371615,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",218958,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",71250,0,0,0,True
