STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1932187,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",236511,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",213229,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",27709,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",312969,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38021,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",215260,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",35573,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",228281,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64687,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",251510,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39583,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",331667,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",308541,1,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40313,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",222708,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49896,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57240,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51406,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",303698,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",73906,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",234427,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",259688,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",201614,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",305052,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42604,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",227396,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64792,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",243125,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54270,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",214427,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",305781,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",350208,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69688,0,0,0,True
