STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",154115,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",91041,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45677,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45677,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2141354,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43177,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",275156,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43021,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58021,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",508073,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",461510,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40730,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",77865,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57188,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48229,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69011,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66614,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",68437,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",83750,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53750,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58855,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70573,0,0,0,True
