TREATMENT,SUBJECT_NAME,APP_PACKAGE,RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",461875,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",562865,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",972864,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",523958,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",604427,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",700104,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",611823,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1361667,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",287969,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434375,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3014636,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",817500,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",563958,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",703542,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",677917,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1090886,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",297604,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",472761,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",496770,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",579792,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",509791,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",653854,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",628698,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1055729,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",342240,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",447812,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",521979,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",563698,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",562656,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",859479,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",493333,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2295000,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",530365,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",542604,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",390052,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",544531,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",555990,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",628385,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,7,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",617812,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1488333,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",433490,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",970938,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",582864,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",550052,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",626042,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",682969,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,8,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",487395,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1081511,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434114,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",816042,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",725260,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",594479,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",538177,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",604219,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,9,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1028333,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1320416,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",356979,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",571458,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",600052,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",951615,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",510573,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",672812,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,10,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",630677,0,3,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",438490,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59583,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1048489,0,1,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53542,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",349427,0,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70209,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",349114,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44219,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",340104,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67500,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",379428,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",81093,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",411979,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46719,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",589895,1,1,3,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56719,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",501667,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",113906,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",626459,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64531,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",570625,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45312,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",984740,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45990,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1072916,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",78073,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",599792,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46510,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",574114,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50417,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",506146,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59583,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",413386,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75937,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",564531,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56510,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",663958,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",80000,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",579687,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47604,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",846666,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69948,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",717291,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",117136,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1028750,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52760,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",540573,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62031,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",451719,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49739,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",402135,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64635,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",455729,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62656,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",418177,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58542,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",569895,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64740,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",712448,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60781,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1328438,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60000,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",650156,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59948,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",666302,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49844,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",447188,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",37604,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",682447,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62084,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",491823,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39062,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",416250,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54271,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",597031,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",436094,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41198,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",583802,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",92864,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",538855,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60208,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",764427,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57344,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",648125,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75365,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",579947,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,4,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70365,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",934219,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58021,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",564584,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",33229,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",373073,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43645,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",507604,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40990,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",467291,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67239,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",446459,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49479,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",424166,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43906,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",370156,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61146,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",856719,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",88698,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",413541,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43906,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1630104,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,5,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48125,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,6,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1000209,0,1,4,True
