Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,155687,2553288.6567933033,871131.6638763683,871131.6638763683,17.812620734063103,1270298.0976525822,1270298.0976525822
2,155806,2640026.052733119,440097.9356913183,440097.9356913183,17.95369774919614,551008.2850241546,551008.2850241546
3,155402,2658348.6967741936,530265.3458064516,530265.3458064516,17.824516129032258,1254826.3908396948,1254826.3908396948
4,155852,2546885.318766067,771810.8052699228,683506.0597686375,17.97172236503856,1066552.0541740675,944525.2477797513
5,155470,2577495.9871050934,1041836.667311412,1041836.667311412,17.88588007736944,1518692.359962406,1518692.359962406
6,155258,2517221.749677419,585065.6225806451,585065.6225806451,17.821935483870966,1457960.95659164,1457960.95659164
7,159203,2521429.875393329,455232.6129641284,455232.6129641284,20.605785289916,1168601.974151858,1168601.974151858
8,162493,2368975.3675757074,122401.797244753,122401.797244753,22.910549043800124,637984.930333584,637984.930333584
9,151721,2676751.0462351386,1082162.8193662323,1082162.8193662323,16.746367239101716,2323963.8418730153,2323963.8418730153
10,160316,2376254.995,488214.995625,488214.995625,21.498428125,986292.9204545454,986292.9204545454
