Run number,cpu,mem
1,8.450259067357502,181953.59585492229
2,24.0,181596.77127659574
3,17.147872340425508,181638.085106383
4,11.667357512953357,181762.79792746113
5,21.95866666666672,183759.28444444443
6,25.0,181483.5159574468
7,20.237295081967197,139854.32345742258
8,1.8000000000000063,181916.64516129033
9,12.248913043478266,180943.7989130435
10,0.0,180914.51666666666
