STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",525886,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",257187,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",368802,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43177,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",290261,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75261,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",148646,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",398750,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",297708,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",32292,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",329583,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",383750,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",383437,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",79011,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",185781,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61041,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",257604,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",304792,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",162239,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50572,0,0,0,True
