STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",637135,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",175782,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",294271,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44531,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",449896,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46146,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",218646,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",334375,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",493073,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",34219,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",612864,0,2,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",210521,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",225521,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",35625,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",293385,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43490,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",384635,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",530885,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1971094,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45364,0,0,0,True
