STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",777396,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47761,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62031,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",36459,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56042,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61511,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",331875,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",72188,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",437552,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",533906,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60364,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",104844,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",484063,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55937,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",431980,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",453125,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49791,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",440000,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",158229,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2277813,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",282968,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",288333,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",107031,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61302,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",442604,0,1,3,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52916,0,0,0,True
