STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",971093,0,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56250,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",615937,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",37396,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",372865,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40000,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",590833,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53333,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",469948,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65105,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1226198,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",74062,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",574792,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65781,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",463542,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53958,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",543906,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56198,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",439270,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53698,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",637500,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58698,0,0,0,True
